Name,Character Id,Level,Power,Stars,Red Stars,Gear Tier,Basic,Special,Ultimate,Passive,ISO Class,ISO Matrix,Striker,Fortifier,Healer,Raider,Skirmisher,ISO Health,ISO Damage,ISO Armor,ISO Focus,ISO Resist
Grogu,Lilandra,80,133487,3,,15,6,6,7,5,raider,blue,,,,10,,5,5,5,5,5
Grogu,FalconJoaquin,75,133523,3,3,14,6,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Mamut,ShieldSupport_Heal,54,50676,7,10,10,5,4,,2,healer,,,,5,,,5,5,5,5,5
Mamut,SpiderMan,75,129057,7,6,14,6,6,6,5,raider,blue,,,,9,,4,4,4,4,4
Mamut,LukeCage,75,126520,7,7,14,6,6,6,4,healer,blue,,,9,,,4,4,4,4,4
Mamut,Punisher,66,53416,4,4,12,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Mamut,Elektra,30,9071,5,5,6,3,3,3,1,,,,,,,,,,,,
Mamut,Crossbones,66,64715,6,5,12,6,6,6,4,fortifier,,,4,,,,4,5,4,4,4
Mamut,Deadpool,54,42848,7,5,10,5,5,5,4,,,,,,,,,,,,
Mamut,ShieldDmg_AoE,15,433,2,2,2,1,1,,,,,,,,,,,,,,
Mamut,Thor,69,86346,7,5,12,7,6,6,5,striker,,5,,,,,5,5,5,5,5
Mamut,Hawkeye,60,74621,7,7,11,6,6,6,4,skirmisher,,,,,,5,5,5,5,5,5
Mamut,HandSupport_Heal,54,16645,2,2,10,5,4,,2,,,,,,,,,,,,
Mamut,Shocker,80,179860,7,7,15,6,6,6,5,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Bullseye,66,29261,2,2,12,5,4,4,2,raider,,,,,4,,4,4,4,4,4
Mamut,KreeControl_Assist,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Mamut,SpiderMan2099,54,48776,7,7,10,5,5,5,4,,,,,,,,,,,,
Mamut,MoonKnight,85,251856,7,7,16,6,6,6,4,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Loki,75,158839,7,8,14,6,7,6,5,skirmisher,blue,,,,,9,4,4,4,4,4
Mamut,Valkyrie,60,70344,7,6,11,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Mamut,Venom,85,304375,7,10,16,6,6,7,5,striker,purple,13,,,,,3,3,3,3,3
Mamut,Mysterio,80,215717,7,8,15,7,7,7,5,skirmisher,blue,4,,,,10,5,5,5,5,5
Mamut,UltSpiderMan,80,161579,7,7,15,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Mamut,Rhino,80,167948,7,7,15,6,6,6,5,healer,blue,,,9,,,4,4,4,4,4
Mamut,HydraDmg_AoE,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,JaneThor,60,49858,4,4,11,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Mamut,CaptainAmerica,80,204618,7,7,15,7,7,7,4,healer,blue,,,10,,,5,5,5,5,5
Mamut,NickFury,85,211061,7,7,16,6,6,7,4,healer,blue,,,10,,5,5,5,5,5,5
Mamut,CaptainMarvel,70,106013,7,7,13,6,6,6,4,skirmisher,,,,,,5,5,5,5,5,5
Mamut,HandDmg_Unbuff,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,WinterSoldier,70,101379,7,7,13,6,6,6,4,striker,,5,,,4,,5,5,5,5,5
Mamut,HydraTank_Taunt,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Mamut,SpiderWoman,1,384,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Swarm,63,45704,4,4,11,6,6,6,4,,,,,,,,,,,,
Mamut,Hulk,85,219970,7,8,16,6,6,6,4,skirmisher,blue,1,,5,,10,5,5,5,5,5
Mamut,Electro,85,234076,7,7,16,6,6,7,5,striker,blue,10,,,,,5,5,5,5,5
Mamut,ShieldSupport_Stealth,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,Thing,80,206413,7,9,15,6,7,6,5,healer,blue,,,10,,,5,5,5,5,5
Mamut,Vahl,95,538466,7,8,18,7,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Mamut,Toad,1,545,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Vulture,80,197019,7,8,15,6,6,7,4,fortifier,blue,,10,,,,5,5,5,5,5
Mamut,Colossus,67,71601,5,5,12,6,6,6,4,fortifier,,,4,,,,4,5,4,4,5
Mamut,Yondu,30,6490,3,3,6,3,3,3,1,,,,,,,,,,,,
Mamut,JessicaJones,1,289,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,Coulson,80,165436,7,7,15,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Mamut,HandControl_HealBlock,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,HandTank_Stealth,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,AntMan,1,673,7,7,1,1,1,,,,,,,,,,,,,,
Mamut,IronMan,75,155069,7,8,14,6,6,6,4,striker,blue,9,,,,,4,4,4,4,4
Mamut,Sersi,70,105799,7,7,13,6,6,6,4,skirmisher,,,,,,5,5,5,5,5,5
Mamut,KreeTank_Counter,1,382,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Mystique,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,DoctorStrange,73,118208,7,6,13,6,6,7,4,striker,,5,,,,,5,5,5,5,5
Mamut,ShangChi,75,148522,7,7,14,6,6,7,5,striker,blue,9,,,,,4,4,4,4,4
Mamut,SilverSurfer,60,107456,7,8,11,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Mamut,MsMarvel,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,HydraSupport_Heal,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,Rescue,90,302765,7,7,17,7,7,7,5,healer,blue,,,10,,,5,5,5,5,5
Mamut,IronFist,75,129596,7,7,14,6,6,6,4,striker,blue,9,,,,1,4,4,4,4,4
Mamut,Mockingbird,80,169919,7,7,15,6,6,6,4,striker,blue,9,5,5,5,5,4,4,4,5,4
Mamut,Heimdall,70,81762,5,5,13,7,6,6,5,skirmisher,,,,,,5,5,5,5,5,5
Mamut,Nebula,36,11333,4,4,7,4,3,3,2,,,,,,,,,,,,
Mamut,Sif,1,546,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,SilverSamurai,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,SpiderWeaver,60,96297,7,9,11,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Mamut,UltGreenGoblin,70,84004,7,5,13,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Mamut,RavagerDmg_AoE,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,Sybil,95,493237,7,8,18,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Mamut,Wolverine,85,237814,7,7,16,6,6,6,4,striker,purple,13,,,,,3,3,3,3,3
Mamut,Magik,60,55661,5,5,11,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Mamut,MercDmg_General,1,476,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,KamalaKhan,68,102046,7,7,12,6,6,6,5,healer,,,,5,,,5,5,5,5,5
Mamut,KangTheConqueror,98,679489,7,10,18,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Mamut,Sunfire,95,447754,7,8,18,7,7,7,5,skirmisher,purple,,,,,13,3,3,3,3,3
Mamut,ScarletWitch,85,286350,7,7,16,6,6,6,4,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,IronManInfinityWar,90,341518,7,9,17,6,7,7,5,striker,blue,10,,,4,,5,5,5,5,5
Mamut,StrangeSupreme,85,240307,7,8,16,6,6,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Scream,1,546,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,ElsaBloodstone,1,547,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Nakia,1,383,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Ironheart,1,827,7,9,1,1,1,,,,,,,,,,,,,,
Mamut,MrSinister,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,Mantis,35,12252,7,5,6,4,3,3,2,,,,,,,,,,,,
Mamut,Sylvie,75,149057,7,7,14,6,6,7,4,striker,blue,9,,,,,4,4,4,4,4
Mamut,Hela,1,548,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,BlackBolt,65,83973,7,5,12,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Mamut,Stryfe,1,546,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,HydraDmg_Buff,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,ZombieIronMan,1,236,7,,1,1,1,,,,,,,,,,,,,,
Mamut,Storm,90,444561,7,8,17,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Mamut,ZombieJuggernaut,1,384,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Quicksilver,1,106,3,,1,1,1,,,,,,,,,,,,,,
Mamut,Domino,1,476,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,HydraDmg_Single,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Mamut,X23,2,577,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,ShieldDmg_Defense,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,WhiteTiger,1,546,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,MercTank_Debuff,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,MercDmg_Single,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Psylocke,80,181114,7,7,15,7,6,6,5,striker,blue,10,,,,4,5,5,5,5,5
Mamut,AmadeusCho,80,169405,7,7,15,6,6,6,4,healer,blue,,,9,,,4,4,4,4,4
Mamut,KreeDmg_Speed,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,AmericaChavez,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Okoye,1,609,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,KreeDmg_Offense,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,SheHulk,1,848,7,6,1,1,1,,,skirmisher,,,,,,5,5,5,5,5,5
Mamut,USAgent,70,77117,5,5,13,6,6,6,4,raider,,,,,5,2,5,5,5,5,5
Mamut,AgentVenom,70,78377,5,5,13,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Mamut,RavagerTank_Taunt,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,CaptainCarter,80,185149,7,7,15,6,6,6,4,skirmisher,blue,5,5,5,5,10,5,5,5,5,5
Mamut,CaptainAmericaWW2,70,91902,6,6,13,6,6,7,5,skirmisher,,,,3,,5,5,5,5,5,5
Mamut,LokiTeen,75,146157,7,7,14,6,6,6,5,healer,blue,,,9,,,4,4,4,4,4
Mamut,Shatterstar,1,383,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Gamora,42,21235,6,6,8,4,4,4,2,,,,,,,,,,,,
Mamut,BuckyBarnes,70,111843,7,8,13,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Mamut,IronFistOrson,70,102903,7,7,13,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Mamut,IronheartMCU,90,254996,7,7,17,6,6,6,4,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Moonstone,90,267383,7,7,17,7,7,6,4,skirmisher,blue,5,,,,10,5,5,5,5,5
Mamut,Drax,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,Falcon,85,224344,5,5,16,6,6,6,4,skirmisher,purple,,,,,13,3,3,3,3,3
Mamut,Shuri,1,608,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,InvisibleWoman,1,557,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Gwenpool,1,574,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,SpiderManNoir,90,289114,7,8,17,6,6,6,5,raider,blue,,,,10,,5,5,5,5,5
Mamut,ProximaMidnight,1,609,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,UnionJack,70,76516,5,5,13,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Mamut,Cable,1,482,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,GhostRider,42,19349,5,5,8,4,4,4,2,,,,,,,,,,,,
Mamut,Namor,1,547,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,AbsorbingMan,90,260495,7,7,17,6,6,7,5,fortifier,blue,,10,,,,5,5,5,5,5
Mamut,DarkBeast,80,200331,7,8,15,6,6,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Yellowjacket,1,478,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Titania,90,282057,7,7,17,6,7,7,5,healer,blue,,,10,,,5,5,5,5,5
Mamut,Morbius,1,478,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,StarLord_Annihilation,85,148654,5,5,16,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Mamut,SpiderSlayer,80,183260,7,8,15,6,6,6,4,raider,blue,,,,9,,4,4,4,4,4
Mamut,Taskmaster,60,69306,5,5,11,6,6,6,4,skirmisher,,,,,,5,5,5,5,5,5
Mamut,Ikaris,70,96457,7,6,13,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Mamut,Iceman,67,64833,6,6,12,6,6,6,4,,,,,,,,,,,,
Mamut,Magneto,85,207160,7,7,16,6,6,6,4,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Negasonic,1,675,7,7,1,1,1,,,,,,,,,,,,,,
Mamut,StarLord,1,607,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,Cyclops,90,324905,7,9,17,6,7,7,5,raider,purple,,,,10,,,,,,
Mamut,DoctorOctopus,85,254700,7,8,16,6,7,6,5,healer,blue,,,10,,,5,5,5,5,5
Mamut,Jubilee,40,19107,7,5,7,4,4,4,2,,,,,,,,,,,,
Mamut,Phoenix,37,19624,7,5,7,4,3,3,2,,,,,,,,,,,,
Mamut,Cosmo,82,140477,5,5,15,6,6,6,5,healer,blue,,,10,,,5,5,5,5,5
Mamut,HandDmg_Bonus,1,195,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,KravenTheHunter,85,215902,7,7,16,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
Mamut,Bishop,1,608,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,Beast,90,384295,7,8,17,6,6,6,5,healer,purple,,,12,,,2,2,2,2,2
Mamut,SamWilson,1,583,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,Photon,1,574,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,GhostRiderRobbie,70,97463,7,5,13,6,6,6,5,striker,,5,,,,,5,5,5,5,5
Mamut,KittyPryde,1,478,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Lizard,85,217730,7,7,16,6,6,6,4,healer,blue,,9,10,,,5,5,5,5,5
Mamut,Darkhawk,90,275317,7,7,17,6,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Crystal,20,4334,6,6,4,2,2,2,1,,,,,,,,,,,,
Mamut,Gambit,90,332815,7,7,17,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Mamut,MrNegative,70,105853,7,7,13,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Mamut,ColleenWing,77,147822,7,7,14,6,7,6,5,raider,blue,,,,9,,4,4,4,4,4
Mamut,Carnage,90,394568,7,10,17,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Mamut,Killmonger,1,546,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,NicoMinoru,1,675,7,7,1,1,1,,,,,,,,,,,,,,
Mamut,Cloak,1,800,7,9,1,1,1,,,,,,,,,,,,,,
Mamut,SharonCarter,1,547,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,YoYo,1,672,7,7,1,1,1,,,,,,,,,,,,,,
Mamut,KreeSupport_HoT,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,RavagerSupport_Heal,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,BetaRayBill,75,159062,7,7,14,7,6,7,5,raider,blue,,,,9,,4,4,4,4,4
Mamut,MistyKnight,75,130274,7,7,14,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Mamut,BlackWidow,1,289,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,Fantomex,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,Thor_InfinityWar,85,235153,7,7,16,6,7,7,5,striker,blue,10,,,4,,5,5,5,5,5
Mamut,BaronMordo,42,18515,5,5,8,4,4,4,2,,,,,,,,,,,,
Mamut,Longshot,1,510,6,5,1,1,1,,,,,,,,,,,,,,
Mamut,SymbioteSpiderMan,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Nightcrawler,90,327557,7,8,17,6,7,7,4,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Karnak,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,Firestar,1,479,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Korg,80,163806,7,7,15,6,6,6,4,healer,blue,,,9,,,4,4,4,4,5
Mamut,BlackPanther,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,MultipleMan,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Ultron,90,332170,7,10,17,6,7,7,5,healer,blue,,,10,8,,5,5,5,5,5
Mamut,CullObsidian,1,609,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,Ronan,1,510,6,5,1,1,1,,,,,,,,,,,,,,
Mamut,Ghost,1,571,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,Abomination,85,206778,6,6,16,6,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Mamut,GhostSpider,90,276394,7,7,17,6,6,6,5,striker,blue,10,,,,4,5,5,5,5,5
Mamut,Ronin,80,145128,6,6,15,6,6,6,4,raider,blue,5,5,5,9,5,4,4,4,4,4
Mamut,SpiderPunk,80,161378,7,7,15,6,6,6,4,healer,blue,,,9,,,4,4,5,4,4
Mamut,Sunspot,90,326925,7,9,17,6,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Mamut,ScarletSpider,80,156047,7,6,15,6,6,6,4,striker,blue,9,,,,,4,4,4,4,4
Mamut,PhylaVell,1,383,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,AntiVenom,1,382,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,MBaku,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Polaris,1,485,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,SquirrelGirl,1,383,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Pyro,1,509,6,5,1,1,1,,,,,,,,,,,,,,
Mamut,WarMachine,1,583,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,Forge,90,316735,7,9,17,7,7,6,4,healer,blue,,,10,,,5,5,5,5,5
Mamut,Nobu,42,17740,4,4,8,4,4,4,2,striker,,3,,,,,3,3,5,3,5
Mamut,SpiderManBigTime,80,133815,7,2,15,6,6,7,5,raider,blue,,,,9,,4,4,4,4,4
Mamut,RocketRaccoon,1,614,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,Sabretooth,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,NightNurse,1,545,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,BlackPantherBC,1,383,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,CorvusGlaive,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,HumanTorch,1,735,7,8,1,1,1,,,,,,,,,,,,,,
Mamut,Nemesis,80,185934,7,7,15,6,7,7,5,healer,blue,,,9,,,4,4,4,4,4
Mamut,Vision,1,482,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Yelena,1,382,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Daredevil,1,545,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Wong,85,220059,7,7,16,6,6,7,5,healer,blue,,,10,,,5,5,5,5,5
Mamut,Blob,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Gwenom,85,233620,7,8,16,6,6,6,4,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,Korath,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,AimControl_Infect,1,476,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,MrFantastic,1,512,6,5,1,1,1,,,,,,,,,,,,,,
Mamut,Deathpool,1,739,7,8,1,1,1,,,,,,,,,,,,,,
Mamut,EbonyMaw,1,547,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Zemo,1,607,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,EmmaFrost,70,64742,4,4,13,6,6,6,4,striker,,5,5,5,5,5,5,5,5,5,5
Mamut,MariaHill,1,609,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,RedSkull,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,AimDmg_Speed,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,AimDmg_Offense,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,AimTank_Taunt,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,MercSupport_Buffs,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,ShieldTank_Stun,1,103,1,1,1,1,1,,,,,,,,,,,,,,
Mamut,OmegaRed,1,547,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,AdamWarlock,1,547,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Stature,1,670,7,7,1,1,1,,,,,,,,,,,,,,
Mamut,VivVision,1,547,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Juggernaut,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Hulkbuster,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,ScientistSupreme,85,329462,7,8,16,6,7,6,5,healer,purple,,,10,,,,,3,,3
Mamut,Groot,1,386,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,RedGoblin,90,282677,7,8,17,6,6,6,5,healer,blue,,,10,,,5,5,5,5,5
Mamut,Deathlok,1,196,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,Quake,1,509,6,5,1,1,1,,,,,,,,,,,,,,
Mamut,Kingpin,60,49670,4,4,11,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Mamut,TChalla,1,196,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,StarBrand,80,215203,7,9,15,6,6,6,5,striker,blue,10,5,5,5,5,5,5,5,5,5
Mamut,Moondragon,1,486,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Wasp,1,577,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,DoctorVoodoo,1,289,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,SymbioteSilverSurfer,95,555616,7,9,18,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Mamut,AgathaHarkness,90,408195,7,8,17,6,6,6,5,raider,purple,,,,13,,3,3,3,3,3
Mamut,Dagger,1,478,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Thanos,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,Graviton,1,545,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Archangel,90,230061,5,5,17,7,7,8,6,raider,blue,,,,10,,5,5,5,5,5
Mamut,Tigra,80,180016,7,7,15,6,6,6,5,striker,blue,10,5,5,5,5,5,5,5,5,5
Mamut,SpiderManPavitr,90,321172,7,8,17,6,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,TheLeader,85,201472,6,6,16,6,6,6,5,striker,blue,10,,,,,5,5,5,5,5
Mamut,MadelynePryor,1,196,2,2,1,1,1,,,,,,,,,,,,,,
Mamut,CosmicGhostRider,80,165932,7,5,15,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
Mamut,IronPatriot,70,99848,7,7,13,6,6,5,3,striker,,5,5,5,5,5,5,5,5,5,5
Mamut,PandaPool,1,610,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,GreenGoblinGlider,85,167177,4,4,16,8,7,8,6,striker,blue,9,,,,,4,4,4,4,4
Mamut,Daken,1,479,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Guardian,85,327306,7,10,16,6,6,6,5,striker,purple,13,,,,,3,3,3,3,3
Mamut,Sasquatch,85,195046,6,6,16,6,6,6,5,fortifier,purple,,12,,,,2,2,3,2,3
Mamut,LadyDeathstrike,100,1103929,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Mamut,MorganLeFay,90,300393,7,6,17,7,8,7,6,striker,purple,10,,,,,,,,,
Mamut,RedHulk,90,215181,5,4,17,7,8,7,6,raider,blue,,,,10,,5,5,5,5,5
Mamut,AimSupport_Heal,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,PeniParker,90,348325,7,8,17,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Mamut,Dazzler,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,Minerva,1,510,6,5,1,1,1,,,,,,,,,,,,,,
Mamut,Doom,1,291,5,2,1,1,1,,,,,,,,,,,,,,
Mamut,Gladiator,1,582,6,6,1,1,1,,,,,,,,,,,,,,
Mamut,PeterBParker,90,377056,7,8,17,7,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Mamut,HankPym,1,479,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,BlackKnight,80,105463,5,,15,6,7,6,5,fortifier,blue,,9,,,,4,4,4,5,5
Mamut,BlackPantherShuri,1,549,7,5,1,1,1,,,,,,,,,,,,,,
Mamut,Nimrod,80,227486,6,6,15,6,7,7,5,raider,blue,,,,10,,5,5,5,5,5
Mamut,Gorr,1,619,7,6,1,1,1,,,,,,,,,,,,,,
Mamut,Northstar,85,205250,6,6,16,6,6,6,4,striker,purple,13,,,,,3,3,3,3,3
Mamut,ThanosEndgame,1,390,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Rogue,1,228,3,2,1,1,1,,,,,,,,,,,,,,
Mamut,ManThing,85,230299,6,6,16,6,6,6,4,healer,blue,,,10,,,5,5,5,5,5
Mamut,Nova,85,221176,6,5,16,8,8,7,6,striker,blue,10,,,,,5,5,5,5,5
Mamut,Blade,80,178950,5,4,15,6,7,6,4,striker,blue,10,,,,,5,5,5,5,5
Mamut,Dormammu,51,27676,5,2,9,5,5,5,3,healer,,,,5,,,5,5,5,5,5
Mamut,Sentinel,80,211701,6,6,15,6,6,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Mamut,OmegaSentinel,80,231640,6,6,15,7,7,7,5,healer,blue,,,10,,,5,5,5,5,5
Mamut,AncientOne,1,236,5,1,1,1,1,,,,,,,,,,,,,,
Mamut,RedGuardian,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,Kahhori,1,391,4,4,1,1,1,,,,,,,,,,,,,,
Mamut,Oath,80,169098,4,4,15,6,6,6,5,striker,blue,10,,,,,5,5,5,5,5
Mamut,Echo,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Mamut,Medusa,1,295,3,3,1,1,1,,,,,,,,,,,,,,
Mamut,MsMarvelClassic,1,172,3,1,1,1,1,,,,,,,,,,,,,,
Mamut,EmmaFrostXMen,1,236,5,1,1,1,1,,,,,,,,,,,,,,
Mamut,JeanGrey,85,180534,4,,16,6,7,7,5,healer,purple,,,12,,,2,2,2,2,2
Mamut,Hercules,85,191054,4,,16,6,6,6,5,raider,purple,,,,13,,3,3,3,3,3
Mamut,PeggyCarter,1,143,4,,1,1,1,,,,,,,,,,,,,,
